Date,Year,Month Number,Month Name,Product,Segment,Country,Units Sold,Sale Price,Manufacturing Price,Gross Sales,Discounts,Sales,COGS,Profit,Profit Margin,Total Expenses,Actual Expenses,Net Income,Inventory,Total assets,Liabilities,Equity,Current Ratio,Quick Ratio,Debt-to-Equity Ratio,Return on Assets,Discount Band,COGS ,Gross Sales ,Sales ,Profit ,Units Sold ,Sale Price ,Manufacturing Price ,Discount Band ,Discounts ,Month Name ,Product 
2024-08-02,2024,8,Aug,Echo,Consumer,USA,10,277.44,98.08,2774.4,83.23,2691.17,980.84,1710.33,0.6355,534.59,573.46,1136.87,177.79,5000.0,1766.84,3233.16,1.73,1.39,0.55,0.2274,0-5%,980.84,2774.4,2691.17,1710.33,10,277.44,98.08,0-5%,83.23,Aug,Echo
2025-12-08,2025,12,Dec,Flux,Consumer,USA,7,184.8,81.14,1293.62,90.55,1203.07,567.96,635.11,0.5279,332.95,344.11,291.0,64.52,5000.0,2380.42,2619.58,1.17,0.77,0.91,0.0582,5-10%,567.96,1293.62,1203.07,635.11,7,184.8,81.14,5-10%,90.55,Dec,Flux
2025-07-17,2025,7,Jul,Echo,Consumer,India,2,215.24,108.2,430.47,30.13,400.34,216.41,183.93,0.4594,70.53,71.73,112.2,50.0,5000.0,2619.51,2380.49,2.1,1.62,1.1,0.0224,5-10%,216.41,430.47,400.34,183.93,2,215.24,108.2,5-10%,30.13,Jul,Echo
2025-02-11,2025,2,Feb,Echo,SMB,India,9,153.4,59.01,1380.6,0.0,1380.6,531.11,849.5,0.6153,328.47,321.97,527.52,87.27,5000.0,2280.78,2719.22,0.93,0.68,0.84,0.1055,0-5%,531.11,1380.6,1380.6,849.5,9,153.4,59.01,0-5%,0.0,Feb,Echo
2024-05-05,2024,5,May,Delta,Enterprise,Canada,8,259.89,103.48,2079.09,249.49,1829.6,827.86,1001.75,0.5475,233.25,243.1,758.64,166.96,5000.0,2089.46,2910.54,2.08,1.62,0.72,0.1517,10-20%,827.86,2079.09,1829.6,1001.75,8,259.89,103.48,10-20%,249.49,May,Delta
2024-07-15,2024,7,Jul,Bravo,Consumer,India,6,166.07,75.1,996.42,69.75,926.67,450.58,476.09,0.5138,242.84,248.62,227.47,95.67,5000.0,2017.41,2982.59,1.75,1.33,0.68,0.0455,5-10%,450.58,996.42,926.67,476.09,6,166.07,75.1,5-10%,69.75,Jul,Bravo
2025-10-19,2025,10,Oct,Alpha,Consumer,Germany,6,254.21,116.98,1525.26,0.0,1525.26,701.89,823.36,0.5398,267.63,266.64,556.72,94.67,5000.0,2009.13,2990.87,2.29,2.05,0.67,0.1113,0-5%,701.89,1525.26,1525.26,823.36,6,254.21,116.98,0-5%,0.0,Oct,Alpha
2023-07-23,2023,7,Jul,Flux,Enterprise,USA,9,213.63,97.74,1922.68,57.68,1865.0,879.67,985.33,0.5283,267.77,250.26,735.07,100.13,5000.0,1913.73,3086.27,1.24,0.84,0.62,0.147,0-5%,879.67,1922.68,1865.0,985.33,9,213.63,97.74,0-5%,57.68,Jul,Flux
2024-07-24,2024,7,Jul,Cobalt,SMB,USA,10,219.82,94.12,2198.22,0.0,2198.22,941.15,1257.07,0.5719,410.17,386.92,870.15,163.84,5000.0,2104.57,2895.43,2.09,1.88,0.73,0.174,0-5%,941.15,2198.22,2198.22,1257.07,10,219.82,94.12,0-5%,0.0,Jul,Cobalt
2025-04-03,2025,4,Apr,Delta,SMB,USA,6,132.43,63.65,794.57,95.35,699.22,381.88,317.34,0.4538,94.0,101.37,215.97,57.59,5000.0,2604.13,2395.87,2.24,2.03,1.09,0.0432,10-20%,381.88,794.57,699.22,317.34,6,132.43,63.65,10-20%,95.35,Apr,Delta
2025-08-22,2025,8,Aug,Flux,Consumer,USA,3,210.0,115.05,630.01,0.0,630.01,345.16,284.86,0.4521,122.66,122.59,162.26,73.89,5000.0,3204.73,1795.27,1.39,1.1,1.79,0.0325,0-5%,345.16,630.01,630.01,284.86,3,210.0,115.05,0-5%,0.0,Aug,Flux
2024-11-28,2024,11,Nov,Delta,SMB,USA,10,166.41,69.7,1664.12,49.92,1614.2,696.99,917.21,0.5682,239.13,236.34,680.87,139.77,5000.0,2687.03,2312.97,2.11,1.65,1.16,0.1362,0-5%,696.99,1664.12,1614.2,917.21,10,166.41,69.7,0-5%,49.92,Nov,Delta
2023-06-07,2023,6,Jun,Bravo,Consumer,Germany,12,150.51,78.39,1806.11,0.0,1806.11,940.62,865.49,0.4792,313.92,289.11,576.38,110.76,5000.0,2421.95,2578.05,1.99,1.44,0.94,0.1153,0-5%,940.62,1806.11,1806.11,865.49,12,150.51,78.39,0-5%,0.0,Jun,Bravo
2023-09-06,2023,9,Sep,Echo,Consumer,Germany,11,243.76,125.04,2681.36,187.69,2493.66,1375.4,1118.26,0.4484,574.59,594.44,523.81,251.14,5000.0,2169.51,2830.49,2.03,1.44,0.77,0.1048,5-10%,1375.4,2681.36,2493.66,1118.26,11,243.76,125.04,5-10%,187.69,Sep,Echo
2025-07-20,2025,7,Jul,Alpha,Consumer,USA,13,217.7,83.81,2830.16,84.9,2745.26,1089.58,1655.68,0.6031,592.06,558.94,1096.74,153.94,5000.0,1843.08,3156.92,1.54,1.3,0.58,0.2193,0-5%,1089.58,2830.16,2745.26,1655.68,13,217.7,83.81,0-5%,84.9,Jul,Alpha
2023-01-31,2023,1,Jan,Flux,Consumer,USA,8,156.7,56.8,1253.59,87.75,1165.84,454.42,711.42,0.6102,278.43,288.75,422.67,76.38,5000.0,2914.62,2085.38,1.26,0.79,1.4,0.0845,5-10%,454.42,1253.59,1165.84,711.42,8,156.7,56.8,5-10%,87.75,Jan,Flux
2023-06-10,2023,6,Jun,Bravo,Enterprise,USA,4,258.62,142.12,1034.49,124.14,910.36,568.48,341.88,0.3755,233.1,218.88,122.99,115.98,5000.0,2386.02,2613.98,2.41,1.97,0.91,0.0246,10-20%,568.48,1034.49,910.36,341.88,4,258.62,142.12,10-20%,124.14,Jun,Bravo
2025-12-20,2025,12,Dec,Flux,SMB,Canada,16,218.51,92.88,3496.13,419.54,3076.59,1486.08,1590.51,0.517,624.74,664.99,925.52,174.09,5148.43,2606.4,2542.03,0.8,0.5,1.03,0.1798,10-20%,1486.08,3496.13,3076.59,1590.51,16,218.51,92.88,10-20%,419.54,Dec,Flux
2023-06-12,2023,6,Jun,Bravo,SMB,India,3,210.54,98.57,631.63,18.95,612.68,295.72,316.97,0.5173,78.89,79.44,237.53,60.82,5000.0,2646.4,2353.6,1.91,1.55,1.12,0.0475,0-5%,295.72,631.63,612.68,316.97,3,210.54,98.57,0-5%,18.95,Jun,Bravo
2023-04-14,2023,4,Apr,Alpha,Enterprise,USA,10,245.25,116.59,2452.46,171.67,2280.79,1165.91,1114.88,0.4888,441.56,420.62,694.26,184.43,5000.0,3062.39,1937.61,1.82,1.36,1.58,0.1389,5-10%,1165.91,2452.46,2280.79,1114.88,10,245.25,116.59,5-10%,171.67,Apr,Alpha
2023-12-31,2023,12,Dec,Alpha,Consumer,USA,10,282.84,144.75,2828.44,84.85,2743.59,1447.54,1296.05,0.4724,759.33,707.1,588.94,299.85,5315.68,2016.39,3299.29,1.47,1.2,0.61,0.1108,0-5%,1447.54,2828.44,2743.59,1296.05,10,282.84,144.75,0-5%,84.85,Dec,Alpha
2024-03-12,2024,3,Mar,Flux,SMB,Canada,16,143.46,71.24,2295.42,0.0,2295.42,1139.86,1155.57,0.5034,371.84,359.87,795.7,191.39,5000.0,3044.8,1955.2,2.03,1.44,1.56,0.1591,0-5%,1139.86,2295.42,2295.42,1155.57,16,143.46,71.24,0-5%,0.0,Mar,Flux
2023-10-22,2023,10,Oct,Bravo,SMB,USA,4,317.77,151.05,1271.09,0.0,1271.09,604.21,666.88,0.5246,239.58,252.68,414.2,89.58,5000.0,2406.43,2593.57,1.74,1.29,0.93,0.0828,0-5%,604.21,1271.09,1271.09,666.88,4,317.77,151.05,0-5%,0.0,Oct,Bravo
2025-11-12,2025,11,Nov,Flux,Consumer,Canada,11,298.8,141.89,3286.84,98.61,3188.23,1560.77,1627.46,0.5105,546.97,524.89,1102.56,261.38,5426.04,2933.15,2492.9,1.69,1.27,1.18,0.2032,0-5%,1560.77,3286.84,3188.23,1627.46,11,298.8,141.89,0-5%,98.61,Nov,Flux
2025-04-02,2025,4,Apr,Echo,Consumer,Canada,9,317.65,142.46,2858.84,343.06,2515.78,1282.17,1233.61,0.4903,372.37,387.51,846.1,226.25,5000.0,2872.87,2127.13,0.93,0.71,1.35,0.1692,10-20%,1282.17,2858.84,2515.78,1233.61,9,317.65,142.46,10-20%,343.06,Apr,Echo
2024-04-08,2024,4,Apr,Echo,Enterprise,USA,7,197.3,94.3,1381.08,41.43,1339.64,660.13,679.52,0.5072,198.87,200.19,479.33,100.48,5000.0,2587.82,2412.18,1.39,1.1,1.07,0.0959,0-5%,660.13,1381.08,1339.64,679.52,7,197.3,94.3,0-5%,41.43,Apr,Echo
2025-03-07,2025,3,Mar,Alpha,SMB,USA,15,216.33,89.64,3244.92,97.35,3147.57,1344.61,1802.96,0.5728,762.12,722.48,1080.47,181.79,5375.08,3361.78,2013.3,1.87,1.43,1.67,0.201,0-5%,1344.61,3244.92,3147.57,1802.96,15,216.33,89.64,0-5%,97.35,Mar,Alpha
2025-01-11,2025,1,Jan,Delta,Enterprise,USA,12,335.73,137.36,4028.72,282.01,3746.71,1648.29,2098.42,0.5601,752.02,761.74,1336.69,271.75,7713.84,4934.09,2779.75,2.21,1.94,1.78,0.1733,5-10%,1648.29,4028.72,3746.71,2098.42,12,335.73,137.36,5-10%,282.01,Jan,Delta
2023-06-11,2023,6,Jun,Cobalt,Consumer,India,8,228.44,94.98,1827.55,0.0,1827.55,759.8,1067.74,0.5842,259.5,251.8,815.94,165.11,5000.0,3191.17,1808.83,1.5,1.18,1.76,0.1632,0-5%,759.8,1827.55,1827.55,1067.74,8,228.44,94.98,0-5%,0.0,Jun,Cobalt
2024-12-18,2024,12,Dec,Delta,Enterprise,Germany,15,101.04,49.31,1515.6,45.47,1470.13,739.6,730.53,0.4969,222.43,210.47,520.07,142.6,5000.0,3147.86,1852.14,1.37,0.86,1.7,0.104,0-5%,739.6,1515.6,1470.13,730.53,15,101.04,49.31,0-5%,45.47,Dec,Delta
2023-11-05,2023,11,Nov,Bravo,SMB,UK,10,230.94,87.2,2309.43,277.13,2032.3,872.01,1160.28,0.5709,293.59,270.3,889.98,135.87,5000.0,2257.15,2742.85,2.24,1.8,0.82,0.178,10-20%,872.01,2309.43,2032.3,1160.28,10,230.94,87.2,10-20%,277.13,Nov,Bravo
2024-08-15,2024,8,Aug,Bravo,SMB,India,11,307.12,127.52,3378.35,0.0,3378.35,1402.76,1975.6,0.5848,552.81,578.33,1397.27,273.34,6384.97,3587.19,2797.78,1.59,1.25,1.28,0.2188,0-5%,1402.76,3378.35,3378.35,1975.6,11,307.12,127.52,0-5%,0.0,Aug,Bravo
2024-08-22,2024,8,Aug,Bravo,Enterprise,USA,8,172.26,62.88,1378.11,344.53,1033.58,503.04,530.55,0.5133,282.41,284.95,245.6,99.55,5000.0,2484.81,2515.19,1.4,1.04,0.99,0.0491,20%+,503.04,1378.11,1033.58,530.55,8,172.26,62.88,20%+,344.53,Aug,Bravo
2024-09-05,2024,9,Sep,Cobalt,Consumer,India,9,94.1,35.14,846.9,101.63,745.27,316.29,428.98,0.5756,119.93,122.54,306.44,50.0,5000.0,2974.82,2025.18,1.74,1.38,1.47,0.0613,10-20%,316.29,846.9,745.27,428.98,9,94.1,35.14,10-20%,101.63,Sep,Cobalt
2023-06-11,2023,6,Jun,Delta,Consumer,India,12,236.36,91.36,2836.33,85.09,2751.24,1096.36,1654.88,0.6015,569.5,547.39,1107.49,115.02,5000.0,3105.72,1894.28,1.29,0.86,1.64,0.2215,0-5%,1096.36,2836.33,2751.24,1654.88,12,236.36,91.36,0-5%,85.09,Jun,Delta
2023-07-17,2023,7,Jul,Delta,Consumer,USA,7,183.5,90.25,1284.52,0.0,1284.52,631.75,652.77,0.5082,236.31,254.95,397.83,112.55,5000.0,1948.84,3051.16,1.43,1.01,0.64,0.0796,0-5%,631.75,1284.52,1284.52,652.77,7,183.5,90.25,0-5%,0.0,Jul,Delta
2025-06-09,2025,6,Jun,Flux,Consumer,Germany,6,217.06,110.05,1302.36,325.59,976.77,660.32,316.44,0.324,130.73,128.62,187.83,133.24,5000.0,2339.23,2660.77,2.03,1.47,0.88,0.0376,20%+,660.32,1302.36,976.77,316.44,6,217.06,110.05,20%+,325.59,Jun,Flux
2025-01-01,2025,1,Jan,Bravo,Enterprise,USA,6,234.45,90.93,1406.68,98.47,1308.21,545.58,762.63,0.583,360.17,342.22,420.41,74.13,5000.0,2641.81,2358.19,2.16,1.76,1.12,0.0841,5-10%,545.58,1406.68,1308.21,762.63,6,234.45,90.93,5-10%,98.47,Jan,Bravo
2023-03-30,2023,3,Mar,Echo,SMB,USA,7,193.65,84.53,1355.57,94.89,1260.68,591.69,668.99,0.5307,195.4,190.9,478.09,115.64,5000.0,2525.22,2474.78,2.31,1.96,1.02,0.0956,5-10%,591.69,1355.57,1260.68,668.99,7,193.65,84.53,5-10%,94.89,Mar,Echo
2025-04-09,2025,4,Apr,Delta,Consumer,Canada,13,178.16,65.96,2316.04,0.0,2316.04,857.47,1458.57,0.6298,382.12,373.29,1085.28,156.02,5000.0,2251.91,2748.09,2.24,1.79,0.82,0.2171,0-5%,857.47,2316.04,2316.04,1458.57,13,178.16,65.96,0-5%,0.0,Apr,Delta
2024-07-27,2024,7,Jul,Flux,Consumer,USA,13,265.69,130.62,3454.03,0.0,3454.03,1698.1,1755.93,0.5084,420.2,393.55,1362.38,286.9,5723.99,2931.72,2792.27,1.95,1.57,1.05,0.238,0-5%,1698.1,3454.03,3454.03,1755.93,13,265.69,130.62,0-5%,0.0,Jul,Flux
2024-03-28,2024,3,Mar,Cobalt,SMB,UK,11,246.69,100.49,2713.55,81.41,2632.15,1105.34,1526.8,0.5801,608.84,627.84,898.97,206.13,5000.0,1902.66,3097.34,1.49,1.02,0.61,0.1798,0-5%,1105.34,2713.55,2632.15,1526.8,11,246.69,100.49,0-5%,81.41,Mar,Cobalt
2023-08-12,2023,8,Aug,Cobalt,Consumer,India,6,275.19,113.81,1651.14,0.0,1651.14,682.85,968.29,0.5864,238.94,241.05,727.24,113.48,5000.0,2159.66,2840.34,1.54,1.33,0.76,0.1454,0-5%,682.85,1651.14,1651.14,968.29,6,275.19,113.81,0-5%,0.0,Aug,Cobalt
2024-07-14,2024,7,Jul,Cobalt,SMB,USA,10,192.29,73.24,1922.9,57.69,1865.21,732.41,1132.8,0.6073,477.64,473.09,659.71,88.52,5000.0,2048.35,2951.65,2.11,1.7,0.69,0.1319,0-5%,732.41,1922.9,1865.21,1132.8,10,192.29,73.24,0-5%,57.69,Jul,Cobalt
2025-09-27,2025,9,Sep,Bravo,SMB,USA,10,217.32,113.69,2173.15,65.19,2107.96,1136.92,971.04,0.4607,550.44,550.45,420.59,176.95,5000.0,1835.32,3164.68,1.87,1.63,0.58,0.0841,0-5%,1136.92,2173.15,2107.96,971.04,10,217.32,113.69,0-5%,65.19,Sep,Bravo
2023-10-14,2023,10,Oct,Bravo,Consumer,USA,10,240.99,90.63,2409.92,168.69,2241.22,906.25,1334.97,0.5956,524.91,494.67,840.3,169.17,5000.0,3215.5,1784.5,2.06,1.49,1.8,0.1681,5-10%,906.25,2409.92,2241.22,1334.97,10,240.99,90.63,5-10%,168.69,Oct,Bravo
2023-05-19,2023,5,May,Alpha,SMB,USA,8,164.43,72.59,1315.42,0.0,1315.42,580.74,734.68,0.5585,174.93,185.92,548.76,85.96,5000.0,1928.4,3071.6,1.99,1.75,0.63,0.1098,0-5%,580.74,1315.42,1315.42,734.68,8,164.43,72.59,0-5%,0.0,May,Alpha
2025-05-25,2025,5,May,Bravo,Consumer,USA,5,267.35,137.77,1336.77,40.1,1296.67,688.84,607.82,0.4688,297.73,281.4,326.42,146.97,5000.0,2287.83,2712.17,1.88,1.37,0.84,0.0653,0-5%,688.84,1336.77,1296.67,607.82,5,267.35,137.77,0-5%,40.1,May,Bravo
2023-11-17,2023,11,Nov,Alpha,Consumer,USA,6,195.88,100.35,1175.3,0.0,1175.3,602.13,573.18,0.4877,176.24,173.6,399.58,92.31,5000.0,2567.66,2432.34,1.61,1.27,1.06,0.0799,0-5%,602.13,1175.3,1175.3,573.18,6,195.88,100.35,0-5%,0.0,Nov,Alpha
2025-01-25,2025,1,Jan,Echo,SMB,USA,5,281.17,143.75,1405.85,351.46,1054.39,718.74,335.64,0.3183,173.76,173.75,161.89,103.04,5000.0,2086.5,2913.5,2.35,2.07,0.72,0.0324,20%+,718.74,1405.85,1054.39,335.64,5,281.17,143.75,20%+,351.46,Jan,Echo
2023-11-25,2023,11,Nov,Cobalt,Consumer,India,14,162.63,69.06,2276.8,0.0,2276.8,966.8,1310.0,0.5754,359.55,350.9,959.11,159.54,5000.0,3196.92,1803.08,2.28,1.99,1.77,0.1918,0-5%,966.8,2276.8,2276.8,1310.0,14,162.63,69.06,0-5%,0.0,Nov,Cobalt
2023-02-21,2023,2,Feb,Alpha,Enterprise,USA,11,285.18,147.61,3136.94,219.59,2917.35,1623.66,1293.7,0.4434,371.79,376.0,917.69,262.96,5000.0,2516.1,2483.9,1.81,1.48,1.01,0.1835,5-10%,1623.66,3136.94,2917.35,1293.7,11,285.18,147.61,5-10%,219.59,Feb,Alpha
2025-08-19,2025,8,Aug,Echo,SMB,India,9,261.25,109.3,2351.27,70.54,2280.73,983.69,1297.05,0.5687,306.32,289.44,1007.61,198.09,5000.0,3134.01,1865.99,1.41,0.86,1.68,0.2015,0-5%,983.69,2351.27,2280.73,1297.05,9,261.25,109.3,0-5%,70.54,Aug,Echo
2025-06-13,2025,6,Jun,Delta,Consumer,USA,14,238.63,108.83,3340.79,100.22,3240.56,1523.65,1716.91,0.5298,724.14,675.15,1041.76,171.27,5503.78,2977.64,2526.14,2.13,1.9,1.18,0.1893,0-5%,1523.65,3340.79,3240.56,1716.91,14,238.63,108.83,0-5%,100.22,Jun,Delta
2023-10-19,2023,10,Oct,Echo,SMB,USA,10,234.63,122.17,2346.31,0.0,2346.31,1221.67,1124.64,0.4793,466.77,494.83,629.82,166.84,5000.0,1911.8,3088.2,1.5,1.11,0.62,0.126,0-5%,1221.67,2346.31,2346.31,1124.64,10,234.63,122.17,0-5%,0.0,Oct,Echo
2025-05-27,2025,5,May,Alpha,Enterprise,Canada,16,267.05,137.28,4272.73,128.18,4144.55,2196.49,1948.05,0.47,747.35,778.37,1169.68,458.48,7546.9,4623.08,2923.83,1.67,1.1,1.58,0.155,0-5%,2196.49,4272.73,4144.55,1948.05,16,267.05,137.28,0-5%,128.18,May,Alpha
2024-02-09,2024,2,Feb,Cobalt,SMB,USA,4,192.49,103.57,769.96,0.0,769.96,414.26,355.7,0.462,177.23,186.19,169.5,58.91,5000.0,1752.96,3247.04,1.26,0.91,0.54,0.0339,0-5%,414.26,769.96,769.96,355.7,4,192.49,103.57,0-5%,0.0,Feb,Cobalt
2023-10-28,2023,10,Oct,Cobalt,Consumer,India,9,243.91,116.96,2195.15,263.42,1931.73,1052.62,879.11,0.4551,332.68,347.29,531.82,202.48,5000.0,1964.98,3035.02,2.4,2.06,0.65,0.1064,10-20%,1052.62,2195.15,1931.73,879.11,9,243.91,116.96,10-20%,263.42,Oct,Cobalt
2024-09-10,2024,9,Sep,Cobalt,SMB,USA,5,290.7,159.57,1453.5,0.0,1453.5,797.86,655.64,0.4511,294.61,314.66,340.98,139.84,5000.0,2883.59,2116.41,1.47,1.02,1.36,0.0682,0-5%,797.86,1453.5,1453.5,655.64,5,290.7,159.57,0-5%,0.0,Sep,Cobalt
2025-10-11,2025,10,Oct,Alpha,SMB,India,11,172.92,79.66,1902.17,57.07,1845.11,876.29,968.82,0.5251,375.44,373.69,595.12,139.9,5000.0,2002.28,2997.72,2.1,1.56,0.67,0.119,0-5%,876.29,1902.17,1845.11,968.82,11,172.92,79.66,0-5%,57.07,Oct,Alpha
2025-03-06,2025,3,Mar,Echo,SMB,USA,6,184.21,90.6,1105.28,0.0,1105.28,543.61,561.67,0.5082,248.2,260.28,301.39,112.94,5000.0,2642.09,2357.91,1.83,1.29,1.12,0.0603,0-5%,543.61,1105.28,1105.28,561.67,6,184.21,90.6,0-5%,0.0,Mar,Echo
2024-08-07,2024,8,Aug,Flux,SMB,USA,13,241.18,118.85,3135.29,0.0,3135.29,1545.09,1590.2,0.5072,845.97,879.85,710.35,219.99,5000.0,3152.63,1847.37,1.39,1.01,1.71,0.1421,0-5%,1545.09,3135.29,3135.29,1590.2,13,241.18,118.85,0-5%,0.0,Aug,Flux
2025-04-26,2025,4,Apr,Cobalt,Enterprise,USA,7,96.79,40.67,677.55,47.43,630.12,284.68,345.44,0.5482,172.97,160.4,185.04,50.0,5000.0,2270.61,2729.39,1.43,0.86,0.83,0.037,5-10%,284.68,677.55,630.12,345.44,7,96.79,40.67,5-10%,47.43,Apr,Cobalt
2023-03-01,2023,3,Mar,Alpha,Consumer,USA,9,256.49,137.59,2308.43,577.11,1731.33,1238.32,493.01,0.2848,253.99,243.73,249.28,248.92,5000.0,3240.94,1759.06,1.84,1.31,1.84,0.0499,20%+,1238.32,2308.43,1731.33,493.01,9,256.49,137.59,20%+,577.11,Mar,Alpha
2023-02-16,2023,2,Feb,Echo,Consumer,Germany,7,275.96,136.28,1931.7,135.22,1796.48,953.97,842.51,0.469,297.67,277.45,565.06,125.31,5000.0,2419.14,2580.86,1.83,1.44,0.94,0.113,5-10%,953.97,1931.7,1796.48,842.51,7,275.96,136.28,5-10%,135.22,Feb,Echo
2025-02-27,2025,2,Feb,Delta,SMB,USA,9,249.3,111.23,2243.72,0.0,2243.72,1001.08,1242.64,0.5538,390.91,382.91,859.74,191.4,5000.0,1930.36,3069.64,1.86,1.43,0.63,0.1719,0-5%,1001.08,2243.72,2243.72,1242.64,9,249.3,111.23,0-5%,0.0,Feb,Delta
2023-01-03,2023,1,Jan,Delta,Enterprise,USA,13,233.34,120.24,3033.43,0.0,3033.43,1563.11,1470.33,0.4847,601.37,584.65,885.67,240.83,5000.0,3183.31,1816.69,0.82,0.61,1.75,0.1771,0-5%,1563.11,3033.43,3033.43,1470.33,13,233.34,120.24,0-5%,0.0,Jan,Delta
2024-07-04,2024,7,Jul,Alpha,SMB,USA,13,304.15,135.13,3953.96,0.0,3953.96,1756.7,2197.27,0.5557,500.66,505.86,1691.41,239.97,7582.49,3806.17,3776.32,1.23,0.69,1.01,0.2231,0-5%,1756.7,3953.96,3953.96,2197.27,13,304.15,135.13,0-5%,0.0,Jul,Alpha
2023-11-12,2023,11,Nov,Flux,SMB,USA,12,242.19,91.29,2906.24,87.19,2819.05,1095.49,1723.57,0.6114,681.96,722.88,1000.68,185.21,5000.0,2902.55,2097.45,2.15,1.77,1.38,0.2001,0-5%,1095.49,2906.24,2819.05,1723.57,12,242.19,91.29,0-5%,87.19,Nov,Flux
2025-11-16,2025,11,Nov,Echo,Consumer,USA,13,177.51,80.74,2307.67,576.92,1730.75,1049.66,681.09,0.3935,453.68,469.76,211.34,158.27,5000.0,2070.57,2929.43,1.99,1.78,0.71,0.0423,20%+,1049.66,2307.67,1730.75,681.09,13,177.51,80.74,20%+,576.92,Nov,Echo
2024-04-19,2024,4,Apr,Alpha,Consumer,USA,10,268.66,144.17,2686.63,671.66,2014.98,1441.71,573.27,0.2845,429.58,411.54,161.73,311.49,5000.0,2091.6,2908.4,1.78,1.38,0.72,0.0323,20%+,1441.71,2686.63,2014.98,573.27,10,268.66,144.17,20%+,671.66,Apr,Alpha
2024-04-29,2024,4,Apr,Cobalt,SMB,USA,9,281.86,137.62,2536.73,76.1,2460.63,1238.57,1222.06,0.4966,354.94,343.23,878.83,190.43,5000.0,2472.02,2527.98,2.26,1.96,0.98,0.1758,0-5%,1238.57,2536.73,2460.63,1222.06,9,281.86,137.62,0-5%,76.1,Apr,Cobalt
2024-11-10,2024,11,Nov,Alpha,Consumer,USA,7,290.55,146.51,2033.86,508.46,1525.39,1025.56,499.83,0.3277,251.06,254.88,244.96,115.35,5000.0,2732.33,2267.67,1.7,1.16,1.2,0.049,20%+,1025.56,2033.86,1525.39,499.83,7,290.55,146.51,20%+,508.46,Nov,Alpha
2024-08-15,2024,8,Aug,Alpha,Consumer,USA,15,286.07,100.26,4291.1,128.73,4162.37,1503.9,2658.47,0.6387,979.65,901.95,1756.53,257.29,7766.47,3700.62,4065.85,2.31,1.97,0.91,0.2262,0-5%,1503.9,4291.1,4162.37,2658.47,15,286.07,100.26,0-5%,128.73,Aug,Alpha
2023-01-05,2023,1,Jan,Delta,Consumer,Canada,12,250.74,134.43,3008.83,90.27,2918.57,1613.18,1305.39,0.4473,763.8,724.24,581.15,201.51,5000.0,2024.83,2975.17,2.17,1.64,0.68,0.1162,0-5%,1613.18,3008.83,2918.57,1305.39,12,250.74,134.43,0-5%,90.27,Jan,Delta
2024-02-16,2024,2,Feb,Cobalt,Consumer,USA,12,193.82,68.24,2325.8,69.77,2256.03,818.89,1437.13,0.637,348.41,350.71,1086.43,141.04,5000.0,1942.03,3057.97,1.53,1.12,0.64,0.2173,0-5%,818.89,2325.8,2256.03,1437.13,12,193.82,68.24,0-5%,69.77,Feb,Cobalt
2025-01-10,2025,1,Jan,Cobalt,Consumer,India,13,195.07,90.84,2535.92,177.51,2358.4,1180.9,1177.5,0.4993,515.25,484.47,693.03,123.69,5000.0,2318.74,2681.26,1.25,0.94,0.86,0.1386,5-10%,1180.9,2535.92,2358.4,1177.5,13,195.07,90.84,5-10%,177.51,Jan,Cobalt
2024-01-07,2024,1,Jan,Delta,Consumer,USA,8,208.94,101.1,1671.51,0.0,1671.51,808.77,862.74,0.5161,426.55,405.13,457.61,139.95,5000.0,3067.49,1932.51,1.84,1.43,1.59,0.0915,0-5%,808.77,1671.51,1671.51,862.74,8,208.94,101.1,0-5%,0.0,Jan,Delta
2023-04-16,2023,4,Apr,Bravo,SMB,USA,11,314.37,122.68,3458.03,103.74,3354.28,1349.49,2004.8,0.5977,446.89,437.75,1567.05,236.19,6506.76,2763.19,3743.57,2.07,1.76,0.74,0.2408,0-5%,1349.49,3458.03,3354.28,2004.8,11,314.37,122.68,0-5%,103.74,Apr,Bravo
2024-10-25,2024,10,Oct,Flux,Consumer,USA,7,195.85,93.12,1370.98,0.0,1370.98,651.84,719.14,0.5245,280.27,265.82,453.32,111.93,5000.0,2226.17,2773.83,1.67,1.09,0.8,0.0907,0-5%,651.84,1370.98,1370.98,719.14,7,195.85,93.12,0-5%,0.0,Oct,Flux
2024-12-18,2024,12,Dec,Echo,Consumer,USA,4,250.25,99.78,1000.98,0.0,1000.98,399.1,601.88,0.6013,242.03,257.18,344.69,60.0,5000.0,2255.66,2744.34,2.08,1.58,0.82,0.0689,0-5%,399.1,1000.98,1000.98,601.88,4,250.25,99.78,0-5%,0.0,Dec,Echo
2024-05-17,2024,5,May,Alpha,Consumer,USA,9,257.26,135.55,2315.3,0.0,2315.3,1219.92,1095.38,0.4731,586.59,614.58,480.8,175.58,5000.0,2871.8,2128.2,1.77,1.25,1.35,0.0962,0-5%,1219.92,2315.3,2315.3,1095.38,9,257.26,135.55,0-5%,0.0,May,Alpha
2025-10-08,2025,10,Oct,Alpha,Consumer,USA,7,157.32,55.7,1101.24,0.0,1101.24,389.87,711.37,0.646,301.05,292.72,418.64,50.0,5000.0,2766.63,2233.37,1.83,1.55,1.24,0.0837,0-5%,389.87,1101.24,1101.24,711.37,7,157.32,55.7,0-5%,0.0,Oct,Alpha
