Sr No,Dt Transaction,Dt Product Launch,Retailer,Retailer Id,Country,State,City,Brand,Category,Product,Product Item Id,Sales Channel,Channel Type,Packaging Type,Packaging Category,Packaging Qty N Ml,Packaging Qty Ml,Order Qty,Mrp Unit Price,Cost Per Unit,Discount,Sales,COGS,Profit,Margin Percentage,Discount Impact on Profit,brand,category,product,product_item_id,retailer,retailer_id,country,state,city,dt_transaction,dt_product_launch,sales_channel,channel_type,packaging_type,packaging_category,packaging_qty_n_ml,packaging_qty_ml,order_qty,mrp_unit_price,cost_per_unit,margin_percentage,sales,profit,Year,annual revenue growth
5427,2025-05-08,2023-01-30,BottleKing,R3950,USA,SC,Columbia,StonePeak,Lager,StonePeak Lager 16oz,P12887,Off-Premise,Direct,Bottle,6-Pack,6,2130,12,4.5,2.89,0.15,45.84,34.68,11.16,24.35,8.16,StonePeak,Lager,StonePeak Lager 16oz,P12887,BottleKing,R3950,USA,SC,Columbia,2025-05-08,2023-01-30,Off-Premise,Direct,Bottle,6-Pack,6,2130,12,4.5,2.89,24.35,45.84,11.16,2025,0.21
5428,2024-11-21,2023-10-07,CampusStore,R8323,USA,TN,Nashville,NorthStar,Pilsner,NorthStar Pilsner 16oz,P43283,On-Premise,Distributor,Can,24-Pack,24,8520,4,6.26,3.17,0.0,25.04,12.68,12.36,49.36,0.0,NorthStar,Pilsner,NorthStar Pilsner 16oz,P43283,CampusStore,R8323,USA,TN,Nashville,2024-11-21,2023-10-07,On-Premise,Distributor,Can,24-Pack,24,8520,4,6.26,3.17,49.36,25.04,12.36,2024,-4.17
5429,2024-10-31,2023-07-09,QuickStop,R6877,USA,SC,Columbia,StonePeak,Sour,StonePeak Sour 24oz,P66097,Off-Premise,Direct,Can,24-Pack,24,8520,7,4.83,2.99,0.2,27.02,20.93,6.09,22.54,6.79,StonePeak,Sour,StonePeak Sour 24oz,P66097,QuickStop,R6877,USA,SC,Columbia,2024-10-31,2023-07-09,Off-Premise,Direct,Can,24-Pack,24,8520,7,4.83,2.99,22.54,27.02,6.09,2024,-4.17
5430,2024-12-28,2024-01-08,MegaMart,R4730,USA,TN,Knoxville,RiverMalt,IPA,RiverMalt IPA 12oz,P86944,On-Premise,Direct,Can,24-Pack,24,11352,16,5.95,2.8,0.05,90.4,44.8,45.6,50.44,4.8,RiverMalt,IPA,RiverMalt IPA 12oz,P86944,MegaMart,R4730,USA,TN,Knoxville,2024-12-28,2024-01-08,On-Premise,Direct,Can,24-Pack,24,11352,16,5.95,2.8,50.44,90.4,45.6,2024,-4.17
5431,2024-05-26,2023-09-24,QuickStop,R3474,USA,FL,Orlando,RiverMalt,Lager,RiverMalt Lager 16oz,P44221,Off-Premise,Direct,Can,Single,1,710,3,4.76,2.17,0.0,14.28,6.51,7.77,54.41,0.0,RiverMalt,Lager,RiverMalt Lager 16oz,P44221,QuickStop,R3474,USA,FL,Orlando,2024-05-26,2023-09-24,Off-Premise,Direct,Can,Single,1,710,3,4.76,2.17,54.41,14.28,7.77,2024,-4.17
5432,2023-06-11,2023-10-29,CampusStore,R1942,USA,TN,Knoxville,HopHouse,Stout,HopHouse Stout 12oz,P79226,On-Premise,Direct,Can,24-Pack,24,17040,4,4.27,2.39,0.1,15.36,9.56,5.8,37.76,1.72,HopHouse,Stout,HopHouse Stout 12oz,P79226,CampusStore,R1942,USA,TN,Knoxville,2023-06-11,2023-10-29,On-Premise,Direct,Can,24-Pack,24,17040,4,4.27,2.39,37.76,15.36,5.8,2023,
5433,2025-06-07,2023-06-28,QuickStop,R9807,USA,FL,Orlando,BrewCo,IPA,BrewCo IPA 12oz,P89716,On-Premise,Direct,Can,12-Pack,12,5676,12,3.9,2.11,0.15,39.84,25.32,14.52,36.45,6.96,BrewCo,IPA,BrewCo IPA 12oz,P89716,QuickStop,R9807,USA,FL,Orlando,2025-06-07,2023-06-28,On-Premise,Direct,Can,12-Pack,12,5676,12,3.9,2.11,36.45,39.84,14.52,2025,0.21
5434,2023-03-10,2023-11-14,CampusStore,R9801,USA,VA,Richmond,HopHouse,Sour,HopHouse Sour 12oz,P44387,Off-Premise,Distributor,Bottle,24-Pack,24,11352,14,4.53,2.11,0.1,57.12,29.54,27.58,48.28,6.3,HopHouse,Sour,HopHouse Sour 12oz,P44387,CampusStore,R9801,USA,VA,Richmond,2023-03-10,2023-11-14,Off-Premise,Distributor,Bottle,24-Pack,24,11352,14,4.53,2.11,48.28,57.12,27.58,2023,
5435,2024-07-15,2023-11-02,CampusStore,R8067,USA,NC,Raleigh,BrewCo,Sour,BrewCo Sour 12oz,P15557,Off-Premise,Distributor,Bottle,6-Pack,6,2130,5,7.5,4.53,0.15,31.9,22.65,9.25,29.0,5.6,BrewCo,Sour,BrewCo Sour 12oz,P15557,CampusStore,R8067,USA,NC,Raleigh,2024-07-15,2023-11-02,Off-Premise,Distributor,Bottle,6-Pack,6,2130,5,7.5,4.53,29.0,31.9,9.25,2024,-4.17
5436,2025-05-23,2024-01-17,BottleKing,R4317,USA,VA,Norfolk,HopHouse,Lager,HopHouse Lager 24oz,P46322,On-Premise,Direct,Can,6-Pack,6,2838,17,4.72,2.46,0.0,80.24,41.82,38.42,47.88,0.0,HopHouse,Lager,HopHouse Lager 24oz,P46322,BottleKing,R4317,USA,VA,Norfolk,2025-05-23,2024-01-17,On-Premise,Direct,Can,6-Pack,6,2838,17,4.72,2.46,47.88,80.24,38.42,2025,0.21
5437,2023-02-13,2023-09-28,CityLiquor,R9975,USA,NC,Durham,HopHouse,IPA,HopHouse IPA 24oz,P83373,On-Premise,Distributor,Bottle,6-Pack,6,4260,16,3.85,2.46,0.05,58.56,39.36,19.2,32.79,3.04,HopHouse,IPA,HopHouse IPA 24oz,P83373,CityLiquor,R9975,USA,NC,Durham,2023-02-13,2023-09-28,On-Premise,Distributor,Bottle,6-Pack,6,4260,16,3.85,2.46,32.79,58.56,19.2,2023,
5438,2025-01-20,2023-07-26,CampusStore,R5648,USA,GA,Savannah,HopHouse,Lager,HopHouse Lager 12oz,P44696,On-Premise,Distributor,Can,6-Pack,6,2130,12,5.99,2.87,0.0,71.88,34.44,37.44,52.09,0.0,HopHouse,Lager,HopHouse Lager 12oz,P44696,CampusStore,R5648,USA,GA,Savannah,2025-01-20,2023-07-26,On-Premise,Distributor,Can,6-Pack,6,2130,12,5.99,2.87,52.09,71.88,37.44,2025,0.21
5439,2025-03-15,2023-12-01,CityLiquor,R4459,USA,TN,Knoxville,NorthStar,Lager,NorthStar Lager 24oz,P73306,On-Premise,Distributor,Can,24-Pack,24,17040,9,4.97,2.68,0.05,42.48,24.12,18.36,43.22,2.25,NorthStar,Lager,NorthStar Lager 24oz,P73306,CityLiquor,R4459,USA,TN,Knoxville,2025-03-15,2023-12-01,On-Premise,Distributor,Can,24-Pack,24,17040,9,4.97,2.68,43.22,42.48,18.36,2025,0.21
5440,2025-10-25,2023-09-03,QuickStop,R1079,USA,TN,Nashville,NorthStar,Stout,NorthStar Stout 12oz,P98033,Off-Premise,Distributor,Bottle,24-Pack,24,11352,10,6.57,3.11,0.05,62.4,31.1,31.3,50.16,3.3,NorthStar,Stout,NorthStar Stout 12oz,P98033,QuickStop,R1079,USA,TN,Nashville,2025-10-25,2023-09-03,Off-Premise,Distributor,Bottle,24-Pack,24,11352,10,6.57,3.11,50.16,62.4,31.3,2025,0.21
5441,2023-06-03,2024-02-02,CampusStore,R6432,USA,GA,Savannah,BrewCo,Pilsner,BrewCo Pilsner 24oz,P97401,Off-Premise,Distributor,Bottle,6-Pack,6,4260,2,6.3,3.53,0.0,12.6,7.06,5.54,43.97,0.0,BrewCo,Pilsner,BrewCo Pilsner 24oz,P97401,CampusStore,R6432,USA,GA,Savannah,2023-06-03,2024-02-02,Off-Premise,Distributor,Bottle,6-Pack,6,4260,2,6.3,3.53,43.97,12.6,5.54,2023,
5442,2023-05-20,2023-09-30,CityLiquor,R5808,USA,SC,Charleston,HopHouse,Stout,HopHouse Stout 16oz,P24746,Off-Premise,Distributor,Can,12-Pack,12,5676,15,5.17,2.78,0.0,77.55,41.7,35.85,46.23,0.0,HopHouse,Stout,HopHouse Stout 16oz,P24746,CityLiquor,R5808,USA,SC,Charleston,2023-05-20,2023-09-30,Off-Premise,Distributor,Can,12-Pack,12,5676,15,5.17,2.78,46.23,77.55,35.85,2023,
5443,2024-06-06,2023-09-23,BottleKing,R2209,USA,NC,Greensboro,BrewCo,Pilsner,BrewCo Pilsner 12oz,P25939,Off-Premise,Direct,Can,24-Pack,24,11352,11,4.43,2.27,0.1,43.89,24.97,18.92,43.11,4.84,BrewCo,Pilsner,BrewCo Pilsner 12oz,P25939,BottleKing,R2209,USA,NC,Greensboro,2024-06-06,2023-09-23,Off-Premise,Direct,Can,24-Pack,24,11352,11,4.43,2.27,43.11,43.89,18.92,2024,-4.17
5444,2025-12-25,2024-01-20,MegaMart,R6715,USA,FL,Orlando,HopHouse,Pilsner,HopHouse Pilsner 12oz,P82185,E-commerce,Direct,Bottle,6-Pack,6,4260,10,6.14,3.87,0.05,58.3,38.7,19.6,33.62,3.1,HopHouse,Pilsner,HopHouse Pilsner 12oz,P82185,MegaMart,R6715,USA,FL,Orlando,2025-12-25,2024-01-20,E-commerce,Direct,Bottle,6-Pack,6,4260,10,6.14,3.87,33.62,58.3,19.6,2025,0.21
5445,2025-05-08,2023-01-02,CampusStore,R1574,USA,FL,Orlando,HopHouse,Sour,HopHouse Sour 24oz,P81778,On-Premise,Distributor,Can,6-Pack,6,2838,5,5.37,2.61,0.0,26.85,13.05,13.8,51.4,0.0,HopHouse,Sour,HopHouse Sour 24oz,P81778,CampusStore,R1574,USA,FL,Orlando,2025-05-08,2023-01-02,On-Premise,Distributor,Can,6-Pack,6,2838,5,5.37,2.61,51.4,26.85,13.8,2025,0.21
5446,2024-08-04,2023-12-09,CampusStore,R4224,USA,VA,Richmond,HopHouse,IPA,HopHouse IPA 16oz,P31223,On-Premise,Distributor,Bottle,6-Pack,6,2130,6,6.3,3.07,0.05,35.88,18.42,17.46,48.66,1.92,HopHouse,IPA,HopHouse IPA 16oz,P31223,CampusStore,R4224,USA,VA,Richmond,2024-08-04,2023-12-09,On-Premise,Distributor,Bottle,6-Pack,6,2130,6,6.3,3.07,48.66,35.88,17.46,2024,-4.17
5447,2024-07-30,2023-02-07,CityLiquor,R2585,USA,TN,Knoxville,NorthStar,Lager,NorthStar Lager 16oz,P57907,Off-Premise,Distributor,Can,12-Pack,12,8520,2,6.5,3.95,0.15,11.04,7.9,3.14,28.44,1.96,NorthStar,Lager,NorthStar Lager 16oz,P57907,CityLiquor,R2585,USA,TN,Knoxville,2024-07-30,2023-02-07,Off-Premise,Distributor,Can,12-Pack,12,8520,2,6.5,3.95,28.44,11.04,3.14,2024,-4.17
5448,2025-01-18,2023-04-29,CityLiquor,R3136,Canada,VA,Richmond,BrewCo,Sour,BrewCo Sour 24oz,P28378,On-Premise,Direct,Can,24-Pack,24,17040,6,5.35,2.76,0.1,28.86,16.56,12.3,42.62,3.24,BrewCo,Sour,BrewCo Sour 24oz,P28378,CityLiquor,R3136,Canada,VA,Richmond,2025-01-18,2023-04-29,On-Premise,Direct,Can,24-Pack,24,17040,6,5.35,2.76,42.62,28.86,12.3,2025,0.21
5449,2024-12-10,2023-01-04,CampusStore,R4805,USA,FL,Orlando,StonePeak,IPA,StonePeak IPA 24oz,P21287,On-Premise,Distributor,Can,Single,1,710,14,3.78,1.96,0.2,42.28,27.44,14.84,35.1,10.64,StonePeak,IPA,StonePeak IPA 24oz,P21287,CampusStore,R4805,USA,FL,Orlando,2024-12-10,2023-01-04,On-Premise,Distributor,Can,Single,1,710,14,3.78,1.96,35.1,42.28,14.84,2024,-4.17
5450,2024-11-02,2024-01-17,MegaMart,R3401,USA,VA,Richmond,HopHouse,Lager,HopHouse Lager 24oz,P49585,Off-Premise,Direct,Can,6-Pack,6,2130,5,3.93,2.11,0.0,19.65,10.55,9.1,46.31,0.0,HopHouse,Lager,HopHouse Lager 24oz,P49585,MegaMart,R3401,USA,VA,Richmond,2024-11-02,2024-01-17,Off-Premise,Direct,Can,6-Pack,6,2130,5,3.93,2.11,46.31,19.65,9.1,2024,-4.17
5451,2025-04-04,2023-09-23,CampusStore,R5167,USA,FL,Miami,BrewCo,Pilsner,BrewCo Pilsner 12oz,P87225,Off-Premise,Direct,Can,6-Pack,6,4260,14,2.7,1.51,0.0,37.8,21.14,16.66,44.07,0.0,BrewCo,Pilsner,BrewCo Pilsner 12oz,P87225,CampusStore,R5167,USA,FL,Miami,2025-04-04,2023-09-23,Off-Premise,Direct,Can,6-Pack,6,4260,14,2.7,1.51,44.07,37.8,16.66,2025,0.21
5452,2023-11-18,2023-12-07,BottleKing,R8843,USA,VA,Norfolk,BrewCo,Stout,BrewCo Stout 12oz,P71457,E-commerce,Direct,Bottle,12-Pack,12,4260,15,5.55,3.56,0.05,79.05,53.4,25.65,32.45,4.2,BrewCo,Stout,BrewCo Stout 12oz,P71457,BottleKing,R8843,USA,VA,Norfolk,2023-11-18,2023-12-07,E-commerce,Direct,Bottle,12-Pack,12,4260,15,5.55,3.56,32.45,79.05,25.65,2023,
5453,2025-04-04,2023-01-18,CityLiquor,R7103,USA,VA,Richmond,NorthStar,IPA,NorthStar IPA 24oz,P66728,On-Premise,Direct,Can,12-Pack,12,8520,9,5.16,2.76,0.1,41.76,24.84,16.92,40.52,4.68,NorthStar,IPA,NorthStar IPA 24oz,P66728,CityLiquor,R7103,USA,VA,Richmond,2025-04-04,2023-01-18,On-Premise,Direct,Can,12-Pack,12,8520,9,5.16,2.76,40.52,41.76,16.92,2025,0.21
5454,2025-05-11,2023-12-07,BottleKing,R4128,USA,VA,Norfolk,BrewCo,Stout,BrewCo Stout 12oz,P62657,Off-Premise,Direct,Bottle,6-Pack,6,2130,13,5.12,2.31,0.0,66.56,30.03,36.53,54.88,0.0,BrewCo,Stout,BrewCo Stout 12oz,P62657,BottleKing,R4128,USA,VA,Norfolk,2025-05-11,2023-12-07,Off-Premise,Direct,Bottle,6-Pack,6,2130,13,5.12,2.31,54.88,66.56,36.53,2025,0.21
5455,2024-07-02,2023-04-25,CampusStore,R3131,USA,FL,Miami,RiverMalt,Pilsner,RiverMalt Pilsner 24oz,P50848,Off-Premise,Distributor,Can,Single,1,355,10,6.27,3.44,0.1,56.4,34.4,22.0,39.01,6.3,RiverMalt,Pilsner,RiverMalt Pilsner 24oz,P50848,CampusStore,R3131,USA,FL,Miami,2024-07-02,2023-04-25,Off-Premise,Distributor,Can,Single,1,355,10,6.27,3.44,39.01,56.4,22.0,2024,-4.17
5456,2025-08-05,2023-04-25,MegaMart,R2496,USA,NC,Raleigh,RiverMalt,Pilsner,RiverMalt Pilsner 24oz,P18467,Off-Premise,Distributor,Can,6-Pack,6,4260,17,9.31,5.58,0.0,158.27,94.86,63.41,40.06,0.0,RiverMalt,Pilsner,RiverMalt Pilsner 24oz,P18467,MegaMart,R2496,USA,NC,Raleigh,2025-08-05,2023-04-25,Off-Premise,Distributor,Can,6-Pack,6,4260,17,9.31,5.58,40.06,158.27,63.41,2025,0.21
5457,2024-12-22,2023-10-03,CityLiquor,R1015,USA,GA,Atlanta,NorthStar,Sour,NorthStar Sour 24oz,P43126,On-Premise,Direct,Can,6-Pack,6,2838,16,6.96,3.21,0.0,111.36,51.36,60.0,53.88,0.0,NorthStar,Sour,NorthStar Sour 24oz,P43126,CityLiquor,R1015,USA,GA,Atlanta,2024-12-22,2023-10-03,On-Premise,Direct,Can,6-Pack,6,2838,16,6.96,3.21,53.88,111.36,60.0,2024,-4.17
5458,2023-10-28,2023-11-23,MegaMart,R6000,USA,GA,Atlanta,StonePeak,Lager,StonePeak Lager 12oz,P17185,Off-Premise,Distributor,Can,6-Pack,6,4260,17,4.88,2.23,0.0,82.96,37.91,45.05,54.3,0.0,StonePeak,Lager,StonePeak Lager 12oz,P17185,MegaMart,R6000,USA,GA,Atlanta,2023-10-28,2023-11-23,Off-Premise,Distributor,Can,6-Pack,6,4260,17,4.88,2.23,54.3,82.96,45.05,2023,
5459,2025-10-25,2023-10-23,QuickStop,R4654,Canada,NC,Durham,BrewCo,Stout,BrewCo Stout 24oz,P11701,Off-Premise,Distributor,Can,12-Pack,12,8520,17,6.93,3.37,0.1,106.08,57.29,48.79,45.99,11.73,BrewCo,Stout,BrewCo Stout 24oz,P11701,QuickStop,R4654,Canada,NC,Durham,2025-10-25,2023-10-23,Off-Premise,Distributor,Can,12-Pack,12,8520,17,6.93,3.37,45.99,106.08,48.79,2025,0.21
5460,2024-11-24,2023-01-18,CampusStore,R5542,USA,SC,Columbia,NorthStar,Sour,NorthStar Sour 16oz,P77179,Off-Premise,Direct,Can,6-Pack,6,2838,15,6.05,3.18,0.0,90.75,47.7,43.05,47.44,0.0,NorthStar,Sour,NorthStar Sour 16oz,P77179,CampusStore,R5542,USA,SC,Columbia,2024-11-24,2023-01-18,Off-Premise,Direct,Can,6-Pack,6,2838,15,6.05,3.18,47.44,90.75,43.05,2024,-4.17
5461,2023-04-29,2023-12-07,BottleKing,R7074,USA,NC,Greensboro,BrewCo,Stout,BrewCo Stout 12oz,P82093,On-Premise,Direct,Can,6-Pack,6,2130,17,6.87,4.36,0.0,116.79,74.12,42.67,36.54,0.0,BrewCo,Stout,BrewCo Stout 12oz,P82093,BottleKing,R7074,USA,NC,Greensboro,2023-04-29,2023-12-07,On-Premise,Direct,Can,6-Pack,6,2130,17,6.87,4.36,36.54,116.79,42.67,2023,
5462,2023-11-07,2023-02-07,BottleKing,R9350,Canada,SC,Columbia,NorthStar,Lager,NorthStar Lager 16oz,P68338,Off-Premise,Direct,Bottle,6-Pack,6,4260,10,5.57,2.91,0.1,50.1,29.1,21.0,41.92,5.6,NorthStar,Lager,NorthStar Lager 16oz,P68338,BottleKing,R9350,Canada,SC,Columbia,2023-11-07,2023-02-07,Off-Premise,Direct,Bottle,6-Pack,6,4260,10,5.57,2.91,41.92,50.1,21.0,2023,
5463,2024-07-19,2024-01-20,BottleKing,R4557,USA,VA,Norfolk,HopHouse,Pilsner,HopHouse Pilsner 12oz,P34107,E-commerce,Direct,Can,12-Pack,12,8520,5,3.97,1.89,0.1,17.85,9.45,8.4,47.06,2.0,HopHouse,Pilsner,HopHouse Pilsner 12oz,P34107,BottleKing,R4557,USA,VA,Norfolk,2024-07-19,2024-01-20,E-commerce,Direct,Can,12-Pack,12,8520,5,3.97,1.89,47.06,17.85,8.4,2024,-4.17
5464,2023-05-29,2023-04-29,MegaMart,R2720,USA,TN,Knoxville,BrewCo,Sour,BrewCo Sour 24oz,P79976,On-Premise,Distributor,Can,12-Pack,12,5676,8,5.64,3.28,0.1,40.64,26.24,14.4,35.43,4.48,BrewCo,Sour,BrewCo Sour 24oz,P79976,MegaMart,R2720,USA,TN,Knoxville,2023-05-29,2023-04-29,On-Premise,Distributor,Can,12-Pack,12,5676,8,5.64,3.28,35.43,40.64,14.4,2023,
5465,2024-08-20,2023-04-06,QuickStop,R4604,USA,VA,Richmond,StonePeak,Lager,StonePeak Lager 24oz,P38668,Off-Premise,Direct,Can,24-Pack,24,17040,9,7.91,4.45,0.1,64.08,40.05,24.03,37.5,7.11,StonePeak,Lager,StonePeak Lager 24oz,P38668,QuickStop,R4604,USA,VA,Richmond,2024-08-20,2023-04-06,Off-Premise,Direct,Can,24-Pack,24,17040,9,7.91,4.45,37.5,64.08,24.03,2024,-4.17
5466,2025-02-20,2023-07-26,CampusStore,R8904,USA,NC,Charlotte,RiverMalt,Stout,RiverMalt Stout 24oz,P65353,Off-Premise,Direct,Can,6-Pack,6,4260,10,6.3,3.11,0.0,63.0,31.1,31.9,50.63,0.0,RiverMalt,Stout,RiverMalt Stout 24oz,P65353,CampusStore,R8904,USA,NC,Charlotte,2025-02-20,2023-07-26,Off-Premise,Direct,Can,6-Pack,6,4260,10,6.3,3.11,50.63,63.0,31.9,2025,0.21
5467,2024-09-09,2023-08-03,QuickStop,R9852,USA,VA,Norfolk,BrewCo,IPA,BrewCo IPA 24oz,P51782,E-commerce,Direct,Can,6-Pack,6,2130,16,3.24,2.05,0.1,46.72,32.8,13.92,29.79,5.12,BrewCo,IPA,BrewCo IPA 24oz,P51782,QuickStop,R9852,USA,VA,Norfolk,2024-09-09,2023-08-03,E-commerce,Direct,Can,6-Pack,6,2130,16,3.24,2.05,29.79,46.72,13.92,2024,-4.17
5468,2024-06-12,2023-10-02,MegaMart,R4696,USA,NC,Raleigh,BrewCo,Stout,BrewCo Stout 16oz,P68626,Off-Premise,Direct,Bottle,12-Pack,12,5676,1,7.1,3.24,0.05,6.74,3.24,3.5,51.93,0.36,BrewCo,Stout,BrewCo Stout 16oz,P68626,MegaMart,R4696,USA,NC,Raleigh,2024-06-12,2023-10-02,Off-Premise,Direct,Bottle,12-Pack,12,5676,1,7.1,3.24,51.93,6.74,3.5,2024,-4.17
5469,2024-11-12,2023-12-14,QuickStop,R8363,USA,TN,Knoxville,NorthStar,Stout,NorthStar Stout 16oz,P58480,E-commerce,Direct,Can,6-Pack,6,2130,7,8.37,4.11,0.0,58.59,28.77,29.82,50.9,0.0,NorthStar,Stout,NorthStar Stout 16oz,P58480,QuickStop,R8363,USA,TN,Knoxville,2024-11-12,2023-12-14,E-commerce,Direct,Can,6-Pack,6,2130,7,8.37,4.11,50.9,58.59,29.82,2024,-4.17
5470,2024-06-05,2023-02-07,MegaMart,R3181,USA,GA,Savannah,HopHouse,Stout,HopHouse Stout 24oz,P42481,E-commerce,Direct,Can,6-Pack,6,4260,10,5.97,3.67,0.0,59.7,36.7,23.0,38.53,0.0,HopHouse,Stout,HopHouse Stout 24oz,P42481,MegaMart,R3181,USA,GA,Savannah,2024-06-05,2023-02-07,E-commerce,Direct,Can,6-Pack,6,4260,10,5.97,3.67,38.53,59.7,23.0,2024,-4.17
5471,2023-12-15,2023-12-09,CampusStore,R1100,Canada,TN,Nashville,HopHouse,IPA,HopHouse IPA 16oz,P61380,On-Premise,Direct,Can,12-Pack,12,4260,7,5.89,2.9,0.2,32.97,20.3,12.67,38.43,8.26,HopHouse,IPA,HopHouse IPA 16oz,P61380,CampusStore,R1100,Canada,TN,Nashville,2023-12-15,2023-12-09,On-Premise,Direct,Can,12-Pack,12,4260,7,5.89,2.9,38.43,32.97,12.67,2023,
5472,2024-01-24,2023-08-26,CampusStore,R2764,USA,VA,Norfolk,StonePeak,Pilsner,StonePeak Pilsner 12oz,P90476,On-Premise,Distributor,Can,12-Pack,12,8520,3,3.99,2.1,0.15,10.17,6.3,3.87,38.05,1.8,StonePeak,Pilsner,StonePeak Pilsner 12oz,P90476,CampusStore,R2764,USA,VA,Norfolk,2024-01-24,2023-08-26,On-Premise,Distributor,Can,12-Pack,12,8520,3,3.99,2.1,38.05,10.17,3.87,2024,-4.17
5473,2025-10-04,2023-06-01,MegaMart,R4833,USA,FL,Orlando,RiverMalt,Pilsner,RiverMalt Pilsner 12oz,P93103,On-Premise,Direct,Bottle,Single,1,355,15,6.38,3.06,0.1,86.1,45.9,40.2,46.69,9.6,RiverMalt,Pilsner,RiverMalt Pilsner 12oz,P93103,MegaMart,R4833,USA,FL,Orlando,2025-10-04,2023-06-01,On-Premise,Direct,Bottle,Single,1,355,15,6.38,3.06,46.69,86.1,40.2,2025,0.21
5474,2025-07-10,2023-04-25,BottleKing,R2428,USA,SC,Charleston,RiverMalt,Stout,RiverMalt Stout 16oz,P34751,On-Premise,Direct,Can,6-Pack,6,4260,8,5.27,2.8,0.0,42.16,22.4,19.76,46.87,0.0,RiverMalt,Stout,RiverMalt Stout 16oz,P34751,BottleKing,R2428,USA,SC,Charleston,2025-07-10,2023-04-25,On-Premise,Direct,Can,6-Pack,6,4260,8,5.27,2.8,46.87,42.16,19.76,2025,0.21
5475,2023-04-21,2023-04-03,MegaMart,R9984,USA,TN,Knoxville,RiverMalt,Pilsner,RiverMalt Pilsner 16oz,P68000,On-Premise,Direct,Bottle,12-Pack,12,8520,16,6.41,4.16,0.0,102.56,66.56,36.0,35.1,0.0,RiverMalt,Pilsner,RiverMalt Pilsner 16oz,P68000,MegaMart,R9984,USA,TN,Knoxville,2023-04-21,2023-04-03,On-Premise,Direct,Bottle,12-Pack,12,8520,16,6.41,4.16,35.1,102.56,36.0,2023,
5476,2025-01-05,2023-01-30,BottleKing,R9019,USA,FL,Orlando,StonePeak,Lager,StonePeak Lager 16oz,P10211,Off-Premise,Direct,Bottle,24-Pack,24,17040,4,4.75,2.46,0.15,16.16,9.84,6.32,39.11,2.84,StonePeak,Lager,StonePeak Lager 16oz,P10211,BottleKing,R9019,USA,FL,Orlando,2025-01-05,2023-01-30,Off-Premise,Direct,Bottle,24-Pack,24,17040,4,4.75,2.46,39.11,16.16,6.32,2025,0.21
5477,2025-03-23,2023-07-26,CampusStore,R4562,USA,VA,Norfolk,HopHouse,Lager,HopHouse Lager 12oz,P30602,Off-Premise,Distributor,Bottle,Single,1,473,8,5.4,2.47,0.0,43.2,19.76,23.44,54.26,0.0,HopHouse,Lager,HopHouse Lager 12oz,P30602,CampusStore,R4562,USA,VA,Norfolk,2025-03-23,2023-07-26,Off-Premise,Distributor,Bottle,Single,1,473,8,5.4,2.47,54.26,43.2,23.44,2025,0.21
5478,2025-10-13,2023-12-09,CityLiquor,R8456,USA,TN,Knoxville,HopHouse,IPA,HopHouse IPA 16oz,P53545,On-Premise,Distributor,Can,12-Pack,12,8520,10,5.53,3.55,0.2,44.2,35.5,8.7,19.68,11.1,HopHouse,IPA,HopHouse IPA 16oz,P53545,CityLiquor,R8456,USA,TN,Knoxville,2025-10-13,2023-12-09,On-Premise,Distributor,Can,12-Pack,12,8520,10,5.53,3.55,19.68,44.2,8.7,2025,0.21
5479,2023-01-16,2023-10-18,CityLiquor,R1461,USA,VA,Norfolk,RiverMalt,Lager,RiverMalt Lager 24oz,P24191,On-Premise,Direct,Can,6-Pack,6,4260,4,4.22,2.59,0.0,16.88,10.36,6.52,38.63,0.0,RiverMalt,Lager,RiverMalt Lager 24oz,P24191,CityLiquor,R1461,USA,VA,Norfolk,2023-01-16,2023-10-18,On-Premise,Direct,Can,6-Pack,6,4260,4,4.22,2.59,38.63,16.88,6.52,2023,
5480,2023-10-11,2023-02-07,CityLiquor,R5582,USA,TN,Nashville,HopHouse,Stout,HopHouse Stout 24oz,P42393,Off-Premise,Direct,Bottle,Single,1,473,17,5.24,2.54,0.0,89.08,43.18,45.9,51.53,0.0,HopHouse,Stout,HopHouse Stout 24oz,P42393,CityLiquor,R5582,USA,TN,Nashville,2023-10-11,2023-02-07,Off-Premise,Direct,Bottle,Single,1,473,17,5.24,2.54,51.53,89.08,45.9,2023,
5481,2023-08-15,2023-11-08,CampusStore,R2204,USA,TN,Knoxville,HopHouse,Pilsner,HopHouse Pilsner 24oz,P72292,Off-Premise,Direct,Can,6-Pack,6,2838,15,5.73,2.63,0.1,77.4,39.45,37.95,49.03,8.55,HopHouse,Pilsner,HopHouse Pilsner 24oz,P72292,CampusStore,R2204,USA,TN,Knoxville,2023-08-15,2023-11-08,Off-Premise,Direct,Can,6-Pack,6,2838,15,5.73,2.63,49.03,77.4,37.95,2023,
5482,2024-08-08,2023-09-24,MegaMart,R2702,USA,TN,Nashville,RiverMalt,Lager,RiverMalt Lager 16oz,P35508,On-Premise,Distributor,Bottle,12-Pack,12,4260,9,6.48,2.93,0.05,55.44,26.37,29.07,52.44,2.88,RiverMalt,Lager,RiverMalt Lager 16oz,P35508,MegaMart,R2702,USA,TN,Nashville,2024-08-08,2023-09-24,On-Premise,Distributor,Bottle,12-Pack,12,4260,9,6.48,2.93,52.44,55.44,29.07,2024,-4.17
