OrderID,OrderDate,CustomerID,SellerID,ProductID,UnitsSold,UnitSalePrice,GMV,MarketplaceRevenue,OrderStatus
O0141576,2024-04-19,C00165,S0077,P00315,4,32.78,131.12,9.83,Completed
O0141577,2025-11-15,C00229,S0051,P00077,1,38.45,38.45,3.08,Completed
O0141578,2023-03-10,C00367,S0116,P00062,3,13.26,39.78,3.18,Completed
O0141579,2024-04-16,C00310,S0006,P00055,3,22.36,67.08,5.03,Completed
O0141580,2025-07-30,C00351,S0156,P00012,1,30.77,30.77,2.46,Completed
O0141581,2023-12-31,C00150,S0036,P00011,4,34.64,138.56,11.08,Completed
O0141582,2024-08-02,C00341,S0039,P00090,2,15.74,31.48,2.52,Completed
O0141583,2023-08-17,C00115,S0126,P00069,2,62.49,124.98,10.0,Returned
O0141584,2024-01-02,C00070,S0117,P00057,1,4.98,4.98,0.4,Completed
O0141585,2025-10-19,C00315,S0139,P00020,2,30.33,60.66,4.85,Completed
O0141586,2023-11-07,C00582,S0029,P00237,2,43.62,87.24,6.54,Completed
O0141587,2025-06-06,C00179,S0150,P00177,1,47.41,47.41,3.32,Completed
O0141588,2025-06-14,C00805,S0007,P00019,2,5.83,11.66,0.93,Completed
O0141589,2025-08-23,C00633,S0038,P00054,3,61.89,185.67,14.85,Completed
O0141590,2024-07-29,C00737,S0062,P00164,2,53.22,106.44,8.52,Completed
O0141591,2024-11-18,C00712,S0067,P00178,3,74.7,224.1,17.93,Completed
O0141592,2024-06-17,C00069,S0138,P00249,3,26.75,80.25,6.42,Completed
O0141593,2024-04-17,C00062,S0153,P00083,1,24.27,24.27,1.94,Completed
O0141594,2023-10-25,C00192,S0074,P00204,2,22.04,44.08,3.53,Completed
O0141595,2024-09-16,C00170,S0032,P00206,2,14.22,28.44,2.28,Completed
O0141596,2023-05-12,C00483,S0146,P00100,2,34.89,69.78,5.58,Completed
O0141597,2024-12-15,C00094,S0159,P00213,3,16.61,49.83,3.99,Returned
O0141598,2024-10-06,C00361,S0077,P00010,1,55.58,55.58,4.17,Completed
O0141599,2024-08-04,C00458,S0094,P00074,3,33.5,100.5,8.04,Completed
O0141600,2025-08-29,C00716,S0027,P00073,3,40.07,120.21,9.62,Completed
O0141601,2024-05-03,C00466,S0136,P00081,1,44.21,44.21,3.54,Completed
O0141602,2023-07-22,C00179,S0133,P00249,4,27.91,111.64,8.93,Completed
O0141603,2023-07-30,C00557,S0087,P00260,2,22.86,45.72,3.43,Completed
O0141604,2024-11-14,C00637,S0028,P00185,3,32.51,97.53,7.8,Completed
O0141605,2024-03-14,C00657,S0143,P00063,3,32.66,97.98,7.35,Completed
O0141606,2025-07-11,C00133,S0049,P00295,3,51.44,154.32,11.57,Completed
O0141607,2024-02-02,C00438,S0074,P00139,1,14.93,14.93,1.19,Completed
O0141608,2025-06-08,C00341,S0110,P00124,3,29.49,88.47,7.08,Completed
O0141609,2023-07-24,C00863,S0026,P00220,1,72.48,72.48,5.8,Completed
O0141610,2025-10-15,C00696,S0126,P00122,2,20.7,41.4,3.31,Completed
O0141611,2024-09-06,C00144,S0111,P00121,2,59.28,118.56,9.48,Completed
O0141612,2024-10-12,C00092,S0151,P00213,3,14.96,44.88,3.59,Completed
O0141613,2025-12-20,C00564,S0013,P00004,2,60.09,120.18,9.01,Completed
O0141614,2024-03-15,C00074,S0030,P00294,2,12.95,25.9,2.07,Returned
O0141615,2025-09-07,C00240,S0042,P00259,2,11.62,23.24,1.74,Completed
O0141616,2025-10-01,C00331,S0013,P00013,1,49.83,49.83,3.74,Completed
O0141617,2025-09-04,C00843,S0052,P00063,7,31.69,221.83,16.64,Completed
O0141618,2024-09-13,C00848,S0110,P00153,2,34.59,69.18,5.53,Completed
O0141619,2024-04-27,C00583,S0146,P00041,1,46.93,46.93,3.75,Completed
O0141620,2024-01-14,C00080,S0143,P00163,1,52.05,52.05,3.9,Completed
O0141621,2023-04-21,C00644,S0140,P00181,2,14.23,28.46,2.28,Completed
O0141622,2025-05-04,C00840,S0125,P00065,1,56.25,56.25,4.5,Completed
O0141623,2025-02-10,C00072,S0111,P00270,2,33.88,67.76,5.42,Completed
O0141624,2023-05-05,C00765,S0134,P00043,3,37.98,113.94,9.12,Completed
O0141625,2024-07-03,C00189,S0082,P00054,2,63.08,126.16,10.09,Completed
O0141626,2025-10-29,C00737,S0125,P00123,2,60.63,121.26,9.7,Completed
O0141627,2025-05-13,C00122,S0066,P00110,1,27.68,27.68,2.21,Completed
O0141628,2025-08-09,C00518,S0100,P00286,3,20.78,62.34,4.99,Completed
O0141629,2023-05-05,C00798,S0049,P00221,1,42.92,42.92,3.22,Returned
O0141630,2025-05-23,C00188,S0056,P00318,3,53.81,161.43,12.11,Completed
O0141631,2024-01-02,C00739,S0094,P00174,2,40.95,81.9,6.55,Completed
O0141632,2024-05-05,C00255,S0030,P00080,2,41.01,82.02,6.56,Completed
O0141633,2024-01-08,C00062,S0055,P00117,5,9.5,47.5,3.56,Completed
O0141634,2025-03-06,C00669,S0153,P00263,2,16.31,32.62,2.61,Completed
O0141635,2023-09-07,C00232,S0099,P00188,1,30.1,30.1,2.41,Completed
O0141636,2023-03-31,C00211,S0142,P00118,2,47.86,95.72,7.66,Completed
O0141637,2025-11-21,C00418,S0084,P00136,2,78.26,156.52,12.52,Completed
O0141638,2025-12-11,C00693,S0043,P00041,2,58.45,116.9,9.35,Completed
O0141639,2025-05-02,C00844,S0079,P00071,4,29.87,119.48,9.56,Completed
O0141640,2023-06-11,C00261,S0069,P00139,2,16.83,33.66,2.69,Completed
O0141641,2023-03-17,C00232,S0092,P00320,3,49.97,149.91,11.99,Completed
O0141642,2024-12-18,C00869,S0039,P00251,3,11.57,34.71,2.78,Cancelled
O0141643,2025-09-11,C00416,S0099,P00320,3,49.9,149.7,11.98,Returned
O0141644,2023-07-21,C00477,S0085,P00200,4,42.91,171.64,13.73,Completed
O0141645,2025-09-22,C00122,S0059,P00278,5,45.48,227.4,18.19,Completed
O0141646,2023-05-06,C00261,S0102,P00069,1,60.5,60.5,4.84,Completed
O0141647,2025-01-25,C00878,S0102,P00037,5,17.96,89.8,7.18,Completed
O0141648,2024-06-26,C00483,S0108,P00133,3,34.34,103.02,7.73,Completed
O0141649,2023-03-31,C00456,S0011,P00066,3,30.35,91.05,6.83,Completed
O0141650,2024-10-18,C00312,S0139,P00069,1,60.88,60.88,4.87,Completed
O0141651,2024-12-07,C00753,S0055,P00263,2,20.47,40.94,3.07,Completed
O0141652,2025-01-09,C00772,S0002,P00299,2,33.69,67.38,4.72,Completed
O0141653,2023-10-16,C00064,S0153,P00111,3,44.55,133.65,10.69,Completed
O0141654,2024-05-07,C00139,S0060,P00125,2,41.43,82.86,6.63,Completed
O0141655,2025-06-10,C00214,S0037,P00202,6,39.39,236.34,18.91,Completed
O0141656,2025-05-10,C00670,S0125,P00201,3,30.22,90.66,7.25,Completed
O0141657,2024-11-17,C00198,S0052,P00248,2,30.53,61.06,4.58,Completed
O0141658,2025-10-20,C00469,S0147,P00105,2,43.4,86.8,6.51,Completed
O0141659,2023-02-17,C00730,S0026,P00114,3,33.49,100.47,8.04,Completed
O0141660,2025-12-24,C00331,S0030,P00031,4,20.62,82.48,6.6,Completed
O0141661,2024-08-08,C00558,S0101,P00202,1,37.02,37.02,2.78,Completed
O0141662,2025-12-09,C00437,S0059,P00150,4,25.57,102.28,8.18,Completed
O0141663,2023-04-03,C00725,S0048,P00251,3,8.48,25.44,1.91,Completed
O0141664,2024-07-18,C00188,S0117,P00254,4,54.06,216.24,17.3,Completed
O0141665,2023-01-03,C00060,S0021,P00056,2,5.72,11.44,0.92,Completed
O0141666,2025-08-31,C00221,S0056,P00164,2,46.66,93.32,7.0,Completed
O0141667,2023-05-16,C00445,S0124,P00052,2,21.77,43.54,3.48,Completed
O0141668,2023-12-03,C00558,S0152,P00255,1,37.29,37.29,2.98,Completed
O0141669,2023-09-12,C00590,S0085,P00019,4,5.76,23.04,1.84,Completed
O0141670,2025-07-18,C00366,S0091,P00245,2,47.71,95.42,7.63,Completed
O0141671,2023-08-04,C00681,S0143,P00279,3,6.1,18.3,1.37,Completed
O0141672,2023-07-08,C00361,S0126,P00152,2,52.21,104.42,8.35,Completed
O0141673,2023-02-07,C00422,S0026,P00222,1,46.76,46.76,3.74,Completed
O0141674,2025-09-13,C00445,S0155,P00277,3,45.44,136.32,10.91,Completed
O0141675,2025-07-29,C00607,S0125,P00262,1,39.88,39.88,3.19,Completed
O0141676,2023-12-03,C00802,S0007,P00232,2,7.05,14.1,1.13,Completed
O0141677,2023-03-10,C00611,S0059,P00159,3,18.91,56.73,4.54,Completed
O0141678,2024-07-05,C00355,S0106,P00023,3,42.8,128.4,10.27,Completed
O0141679,2025-03-29,C00085,S0028,P00117,1,9.99,9.99,0.8,Cancelled
O0141680,2023-07-12,C00604,S0032,P00312,2,73.65,147.3,11.78,Completed
O0141681,2025-02-10,C00744,S0077,P00054,5,58.97,294.85,22.11,Completed
O0141682,2025-12-05,C00855,S0049,P00124,1,34.16,34.16,2.56,Completed
O0141683,2023-10-22,C00754,S0103,P00142,1,22.63,22.63,1.81,Completed
O0141684,2025-11-20,C00041,S0108,P00118,2,61.13,122.26,9.17,Completed
O0141685,2023-09-15,C00814,S0012,P00312,5,76.46,382.3,30.58,Completed
O0141686,2023-02-06,C00310,S0072,P00137,3,21.92,65.76,5.26,Cancelled
O0141687,2023-06-27,C00183,S0136,P00173,3,48.3,144.9,11.59,Completed
O0141688,2025-05-02,C00586,S0130,P00202,4,35.38,141.52,11.32,Completed
O0141689,2023-10-31,C00378,S0138,P00102,1,47.12,47.12,3.77,Returned
O0141690,2024-07-16,C00579,S0048,P00225,3,43.17,129.51,9.71,Completed
O0141691,2023-08-03,C00490,S0109,P00157,2,28.1,56.2,4.5,Completed
O0141692,2023-02-24,C00512,S0154,P00284,6,29.22,175.32,14.03,Cancelled
O0141693,2023-10-20,C00467,S0109,P00085,3,16.81,50.43,4.03,Completed
O0141694,2023-07-07,C00021,S0038,P00179,2,41.39,82.78,6.62,Completed
O0141695,2023-02-21,C00465,S0012,P00122,1,20.25,20.25,1.62,Completed
O0141696,2023-05-20,C00356,S0086,P00280,3,16.38,49.14,3.93,Completed
O0141697,2024-06-19,C00577,S0148,P00313,3,35.28,105.84,8.47,Completed
O0141698,2023-07-06,C00313,S0153,P00221,2,45.92,91.84,7.35,Completed
O0141699,2025-06-13,C00208,S0020,P00142,1,21.98,21.98,1.65,Completed
O0141700,2023-11-02,C00651,S0085,P00040,1,22.39,22.39,1.79,Completed
O0141701,2024-09-29,C00399,S0037,P00020,3,31.56,94.68,7.57,Completed
O0141702,2023-04-19,C00171,S0156,P00017,3,48.26,144.78,11.58,Completed
O0141703,2023-11-01,C00683,S0114,P00320,2,62.17,124.34,9.95,Completed
O0141704,2023-04-01,C00180,S0101,P00304,3,30.54,91.62,6.87,Completed
O0141705,2023-05-15,C00515,S0154,P00126,6,9.41,56.46,4.52,Completed
O0141706,2025-01-03,C00711,S0057,P00057,1,4.96,4.96,0.4,Completed
O0141707,2023-11-24,C00527,S0087,P00251,2,10.65,21.3,1.6,Completed
O0141708,2025-03-17,C00150,S0139,P00240,3,38.02,114.06,9.12,Completed
O0141709,2025-05-17,C00809,S0078,P00145,1,34.23,34.23,2.57,Completed
O0141710,2024-09-24,C00187,S0124,P00137,3,23.11,69.33,5.55,Completed
O0141711,2024-09-16,C00034,S0149,P00317,3,52.65,157.95,12.64,Completed
O0141712,2023-07-31,C00824,S0152,P00093,4,44.13,176.52,14.12,Completed
O0141713,2024-04-22,C00272,S0154,P00203,3,27.91,83.73,6.7,Completed
O0141714,2024-11-16,C00223,S0060,P00173,4,56.76,227.04,18.16,Completed
O0141715,2024-07-27,C00694,S0087,P00288,3,31.94,95.82,7.19,Completed
O0141716,2023-12-10,C00692,S0014,P00105,3,53.48,160.44,12.84,Completed
O0141717,2024-10-27,C00679,S0013,P00275,1,39.54,39.54,2.97,Returned
O0141718,2024-05-26,C00231,S0004,P00062,2,12.9,25.8,1.94,Cancelled
O0141719,2024-04-28,C00620,S0130,P00004,3,46.08,138.24,11.06,Completed
O0141720,2024-12-15,C00742,S0149,P00168,1,48.31,48.31,3.86,Completed
O0141721,2025-02-18,C00756,S0156,P00099,5,38.59,192.95,15.44,Completed
O0141722,2024-08-18,C00072,S0071,P00207,2,7.87,15.74,1.26,Completed
O0141723,2024-02-28,C00747,S0125,P00280,2,18.0,36.0,2.88,Completed
O0141724,2023-02-15,C00813,S0077,P00057,2,4.87,9.74,0.73,Completed
O0141725,2024-11-16,C00523,S0039,P00236,4,25.04,100.16,8.01,Completed
O0141726,2023-09-20,C00431,S0083,P00025,3,31.95,95.85,7.19,Completed
O0141727,2023-11-04,C00511,S0126,P00025,5,40.15,200.75,16.06,Completed
O0141728,2024-05-28,C00382,S0113,P00016,1,29.68,29.68,2.37,Completed
O0141729,2025-02-25,C00749,S0129,P00142,2,20.65,41.3,3.3,Completed
O0141730,2025-05-19,C00199,S0153,P00200,1,36.54,36.54,2.92,Completed
O0141731,2023-02-16,C00120,S0159,P00232,1,4.84,4.84,0.39,Completed
O0141732,2023-09-14,C00160,S0018,P00270,3,39.23,117.69,9.42,Completed
O0141733,2023-12-02,C00525,S0129,P00012,1,34.63,34.63,2.77,Completed
O0141734,2024-07-15,C00068,S0128,P00290,1,41.79,41.79,2.93,Completed
O0141735,2025-05-17,C00658,S0120,P00130,5,17.96,89.8,6.74,Cancelled
O0141736,2024-10-19,C00499,S0097,P00038,2,13.38,26.76,2.14,Completed
O0141737,2023-02-20,C00292,S0080,P00051,1,46.6,46.6,3.73,Completed
O0141738,2023-05-01,C00504,S0104,P00198,1,14.79,14.79,1.18,Completed
O0141739,2024-10-12,C00491,S0012,P00052,2,21.21,42.42,3.39,Completed
O0141740,2024-12-23,C00471,S0130,P00215,1,41.44,41.44,3.32,Completed
O0141741,2025-07-23,C00660,S0074,P00184,1,39.37,39.37,3.15,Completed
O0141742,2023-11-05,C00600,S0011,P00317,2,63.59,127.18,9.54,Completed
O0141743,2025-07-08,C00089,S0086,P00201,6,35.03,210.18,16.81,Completed
O0141744,2025-12-04,C00122,S0007,P00120,4,22.37,89.48,7.16,Completed
O0141745,2023-11-06,C00243,S0139,P00162,2,47.63,95.26,7.62,Completed
O0141746,2024-05-07,C00823,S0101,P00060,2,60.84,121.68,9.13,Completed
O0141747,2023-02-04,C00715,S0050,P00278,3,44.4,133.2,10.66,Completed
O0141748,2025-09-02,C00014,S0004,P00142,1,22.34,22.34,1.68,Completed
O0141749,2024-08-28,C00267,S0051,P00082,4,22.67,90.68,7.25,Completed
O0141750,2025-09-26,C00260,S0147,P00117,3,9.87,29.61,2.22,Completed
O0141751,2023-05-20,C00056,S0152,P00040,2,16.76,33.52,2.68,Completed
O0141752,2023-04-16,C00747,S0109,P00307,3,12.17,36.51,2.92,Completed
O0141753,2024-06-01,C00080,S0038,P00274,1,56.69,56.69,4.54,Completed
O0141754,2024-12-23,C00718,S0154,P00267,3,70.44,211.32,16.91,Completed
O0141755,2023-11-23,C00448,S0160,P00257,3,27.08,81.24,6.5,Completed
O0141756,2024-12-04,C00698,S0134,P00025,2,37.89,75.78,6.06,Completed
O0141757,2023-06-11,C00697,S0082,P00174,3,45.98,137.94,11.04,Completed
O0141758,2024-03-08,C00241,S0128,P00260,4,22.49,89.96,6.3,Completed
O0141759,2024-06-03,C00618,S0100,P00228,3,38.09,114.27,9.14,Completed
O0141760,2024-08-11,C00220,S0145,P00015,1,6.16,6.16,0.49,Completed
O0141761,2024-10-13,C00464,S0157,P00237,4,34.2,136.8,10.26,Completed
O0141762,2025-09-05,C00466,S0017,P00230,1,29.3,29.3,2.34,Completed
O0141763,2023-12-05,C00574,S0109,P00263,1,18.33,18.33,1.47,Completed
O0141764,2024-12-13,C00733,S0011,P00051,3,59.79,179.37,13.45,Completed
O0141765,2025-09-15,C00287,S0135,P00198,1,14.45,14.45,1.16,Completed
O0141766,2024-06-27,C00755,S0109,P00025,1,36.93,36.93,2.95,Completed
O0141767,2025-01-29,C00248,S0042,P00073,3,37.51,112.53,8.44,Completed
O0141768,2025-02-10,C00565,S0055,P00069,3,58.63,175.89,13.19,Completed
O0141769,2025-10-11,C00662,S0080,P00232,3,5.28,15.84,1.27,Completed
O0141770,2023-07-25,C00465,S0147,P00265,2,20.06,40.12,3.01,Completed
O0141771,2024-01-18,C00330,S0020,P00259,2,11.56,23.12,1.73,Completed
O0141772,2024-09-11,C00786,S0159,P00264,2,76.7,153.4,12.27,Completed
O0141773,2025-03-22,C00164,S0144,P00081,2,44.09,88.18,7.05,Completed
O0141774,2025-06-07,C00789,S0120,P00030,1,42.98,42.98,3.22,Completed
O0141775,2024-05-10,C00027,S0021,P00047,2,18.51,37.02,2.96,Completed
O0141776,2023-02-14,C00410,S0032,P00126,4,9.41,37.64,3.01,Completed
O0141777,2024-09-02,C00486,S0046,P00206,1,14.53,14.53,1.16,Completed
O0141778,2023-08-23,C00697,S0098,P00174,4,39.64,158.56,11.89,Completed
O0141779,2025-04-09,C00648,S0108,P00286,2,20.8,41.6,3.12,Completed
O0141780,2024-04-17,C00734,S0096,P00091,7,19.85,138.95,10.42,Completed
O0141781,2025-01-16,C00518,S0060,P00146,5,5.22,26.1,2.09,Completed
O0141782,2023-12-06,C00440,S0074,P00146,2,6.13,12.26,0.98,Completed
O0141783,2024-12-24,C00842,S0122,P00040,5,22.38,111.9,8.95,Completed
O0141784,2025-05-11,C00252,S0122,P00237,3,37.51,112.53,9.0,Completed
O0141785,2023-12-18,C00304,S0079,P00175,1,23.46,23.46,1.88,Completed
O0141786,2023-02-22,C00755,S0081,P00139,4,15.32,61.28,4.9,Completed
O0141787,2023-02-27,C00157,S0097,P00319,1,18.98,18.98,1.52,Completed
O0141788,2024-01-03,C00239,S0123,P00302,3,8.94,26.82,2.15,Completed
O0141789,2023-06-03,C00358,S0160,P00026,1,40.77,40.77,3.26,Completed
O0141790,2023-12-22,C00522,S0121,P00046,1,69.67,69.67,5.57,Completed
O0141791,2023-07-16,C00768,S0054,P00095,1,37.68,37.68,3.01,Completed
O0141792,2025-11-15,C00103,S0130,P00303,3,82.02,246.06,19.68,Completed
O0141793,2023-01-05,C00253,S0104,P00252,2,52.39,104.78,8.38,Completed
O0141794,2025-09-25,C00664,S0084,P00113,1,38.82,38.82,3.11,Completed
O0141795,2023-06-26,C00624,S0013,P00158,2,56.24,112.48,8.44,Completed
O0141796,2023-01-09,C00770,S0066,P00115,2,19.77,39.54,3.16,Completed
O0141797,2025-08-03,C00189,S0034,P00010,2,59.32,118.64,9.49,Completed
O0141798,2025-06-13,C00419,S0075,P00105,7,46.8,327.6,24.57,Completed
O0141799,2024-03-08,C00763,S0002,P00129,2,39.97,79.94,5.6,Completed
O0141800,2023-08-29,C00426,S0058,P00281,4,39.17,156.68,12.53,Completed
O0141801,2024-12-14,C00209,S0129,P00318,2,61.09,122.18,9.77,Completed
O0141802,2024-10-07,C00494,S0091,P00136,2,64.14,128.28,10.26,Completed
O0141803,2024-11-02,C00750,S0054,P00257,2,27.2,54.4,4.35,Completed
O0141804,2024-11-19,C00023,S0038,P00215,1,40.95,40.95,3.28,Completed
O0141805,2025-10-06,C00283,S0086,P00118,3,47.79,143.37,11.47,Completed
O0141806,2023-02-22,C00053,S0049,P00165,4,25.78,103.12,7.73,Completed
O0141807,2024-05-24,C00845,S0010,P00184,2,36.82,73.64,5.52,Completed
O0141808,2025-09-21,C00821,S0015,P00185,2,25.57,51.14,3.84,Completed
O0141809,2025-05-29,C00174,S0128,P00020,5,32.11,160.55,11.24,Completed
O0141810,2024-03-10,C00485,S0076,P00216,2,68.55,137.1,10.28,Completed
O0141811,2024-10-06,C00884,S0056,P00048,5,56.88,284.4,21.33,Completed
O0141812,2024-06-05,C00534,S0113,P00067,2,28.27,56.54,4.52,Completed
O0141813,2025-02-12,C00429,S0021,P00057,2,4.96,9.92,0.79,Completed
O0141814,2023-03-12,C00867,S0082,P00102,2,42.37,84.74,6.78,Completed
O0141815,2024-01-08,C00623,S0050,P00191,4,47.29,189.16,15.13,Completed
O0141816,2025-07-16,C00499,S0100,P00246,3,10.43,31.29,2.5,Completed
O0141817,2024-04-28,C00600,S0027,P00109,3,46.32,138.96,11.12,Completed
O0141818,2024-11-17,C00630,S0144,P00094,2,40.08,80.16,6.41,Completed
O0141819,2024-01-18,C00225,S0114,P00119,1,9.18,9.18,0.73,Completed
O0141820,2023-12-06,C00294,S0032,P00100,2,44.31,88.62,7.09,Completed
O0141821,2025-02-02,C00485,S0076,P00094,3,32.54,97.62,7.32,Completed
O0141822,2023-09-19,C00446,S0040,P00313,5,32.08,160.4,12.83,Completed
O0141823,2024-09-15,C00436,S0099,P00295,1,46.14,46.14,3.69,Completed
O0141824,2023-06-27,C00782,S0116,P00210,3,16.55,49.65,3.97,Completed
O0141825,2023-03-21,C00433,S0029,P00046,3,57.24,171.72,12.88,Completed
O0141826,2023-12-11,C00095,S0036,P00076,3,56.24,168.72,13.5,Completed
O0141827,2025-01-18,C00210,S0020,P00100,5,34.65,173.25,12.99,Completed
O0141828,2025-05-01,C00022,S0091,P00015,2,6.22,12.44,1.0,Completed
O0141829,2024-05-14,C00519,S0141,P00120,1,17.5,17.5,1.31,Completed
O0141830,2023-10-07,C00326,S0039,P00264,1,78.03,78.03,6.24,Completed
O0141831,2023-05-22,C00047,S0026,P00226,1,22.46,22.46,1.8,Completed
O0141832,2024-05-11,C00350,S0115,P00280,3,18.71,56.13,4.21,Completed
O0141833,2023-05-29,C00628,S0122,P00230,1,28.67,28.67,2.29,Completed
O0141834,2024-10-27,C00327,S0069,P00172,4,24.08,96.32,7.71,Completed
O0141835,2025-05-05,C00473,S0093,P00194,1,23.05,23.05,1.84,Completed
O0141836,2023-03-19,C00865,S0057,P00227,1,64.6,64.6,5.17,Completed
O0141837,2024-03-09,C00506,S0028,P00194,2,25.08,50.16,4.01,Completed
O0141838,2023-09-20,C00029,S0109,P00056,2,5.82,11.64,0.93,Completed
O0141839,2024-07-07,C00755,S0017,P00183,3,48.4,145.2,11.62,Completed
O0141840,2023-12-24,C00362,S0110,P00188,5,37.54,187.7,15.02,Completed
O0141841,2024-10-25,C00075,S0105,P00114,2,33.46,66.92,5.35,Completed
O0141842,2024-08-19,C00131,S0109,P00274,3,56.22,168.66,13.49,Completed
O0141843,2023-02-01,C00239,S0140,P00171,2,19.98,39.96,3.2,Completed
O0141844,2024-03-10,C00483,S0031,P00201,4,30.31,121.24,9.7,Completed
O0141845,2025-04-20,C00601,S0007,P00184,1,38.87,38.87,3.11,Completed
O0141846,2025-09-29,C00792,S0073,P00277,4,46.0,184.0,14.72,Completed
O0141847,2023-08-21,C00321,S0136,P00315,7,36.53,255.71,20.46,Completed
O0141848,2025-06-15,C00501,S0124,P00070,2,35.4,70.8,5.66,Completed
O0141849,2025-03-21,C00166,S0032,P00198,3,14.29,42.87,3.43,Completed
O0141850,2023-12-12,C00215,S0019,P00306,1,17.98,17.98,1.35,Completed
O0141851,2023-01-19,C00532,S0047,P00204,1,22.35,22.35,1.79,Completed
O0141852,2024-04-08,C00748,S0089,P00016,2,28.74,57.48,4.6,Completed
O0141853,2024-05-02,C00770,S0122,P00144,1,32.68,32.68,2.61,Cancelled
O0141854,2023-05-07,C00117,S0095,P00197,2,29.7,59.4,4.75,Completed
O0141855,2025-10-19,C00661,S0134,P00293,1,49.07,49.07,3.93,Completed
O0141856,2025-11-17,C00182,S0136,P00023,1,46.29,46.29,3.7,Completed
O0141857,2023-02-09,C00031,S0055,P00020,2,30.11,60.22,4.52,Completed
O0141858,2024-08-25,C00483,S0084,P00189,4,52.18,208.72,16.7,Completed
O0141859,2023-08-01,C00408,S0050,P00190,2,25.3,50.6,4.05,Completed
O0141860,2023-02-16,C00824,S0078,P00212,4,22.81,91.24,6.84,Completed
O0141861,2025-07-06,C00653,S0133,P00262,3,39.53,118.59,9.49,Completed
O0141862,2025-10-10,C00351,S0142,P00233,2,5.2,10.4,0.83,Completed
O0141863,2025-06-03,C00830,S0068,P00317,1,55.26,55.26,4.42,Completed
O0141864,2025-03-20,C00310,S0113,P00079,3,28.67,86.01,6.88,Completed
O0141865,2023-08-23,C00524,S0125,P00044,1,35.6,35.6,2.85,Completed
O0141866,2023-11-04,C00748,S0053,P00310,3,16.03,48.09,3.85,Completed
O0141867,2025-02-01,C00898,S0144,P00273,1,15.07,15.07,1.21,Completed
O0141868,2024-02-27,C00747,S0045,P00260,3,20.35,61.05,4.88,Completed
O0141869,2024-08-24,C00880,S0153,P00281,1,34.98,34.98,2.8,Completed
O0141870,2023-02-23,C00589,S0074,P00147,2,43.71,87.42,6.99,Completed
O0141871,2025-11-30,C00276,S0003,P00267,1,73.43,73.43,5.87,Completed
O0141872,2025-09-22,C00160,S0045,P00064,1,52.22,52.22,4.18,Completed
O0141873,2025-04-17,C00155,S0156,P00031,2,16.7,33.4,2.67,Completed
O0141874,2023-07-26,C00831,S0039,P00171,2,23.89,47.78,3.82,Completed
O0141875,2023-03-31,C00213,S0107,P00251,2,8.54,17.08,1.28,Completed
O0141876,2024-01-11,C00330,S0041,P00079,2,26.32,52.64,4.21,Completed
O0141877,2023-09-26,C00466,S0108,P00078,4,25.13,100.52,7.54,Completed
O0141878,2024-06-30,C00120,S0050,P00074,2,36.68,73.36,5.87,Returned
O0141879,2024-05-13,C00875,S0003,P00020,2,32.32,64.64,5.17,Completed
O0141880,2023-05-27,C00415,S0001,P00139,2,16.14,32.28,2.42,Completed
O0141881,2023-05-08,C00572,S0085,P00203,1,29.5,29.5,2.36,Completed
O0141882,2024-10-04,C00350,S0070,P00219,1,63.2,63.2,4.74,Completed
O0141883,2024-12-06,C00782,S0093,P00091,4,24.81,99.24,7.94,Completed
O0141884,2025-11-17,C00343,S0095,P00104,2,6.28,12.56,1.0,Completed
O0141885,2025-04-01,C00421,S0149,P00245,1,39.92,39.92,3.19,Completed
O0141886,2023-03-29,C00763,S0027,P00242,3,38.7,116.1,9.29,Completed
O0141887,2025-03-14,C00648,S0071,P00270,4,38.34,153.36,12.27,Completed
O0141888,2024-01-27,C00274,S0045,P00049,3,32.94,98.82,7.91,Completed
O0141889,2024-05-23,C00144,S0138,P00057,3,5.31,15.93,1.27,Completed
O0141890,2024-05-22,C00801,S0101,P00090,3,16.37,49.11,3.68,Completed
O0141891,2024-07-18,C00332,S0037,P00186,3,49.96,149.88,11.99,Completed
O0141892,2024-03-18,C00022,S0011,P00176,2,35.54,71.08,5.33,Completed
O0141893,2025-12-28,C00418,S0069,P00177,2,55.75,111.5,8.92,Completed
O0141894,2025-04-14,C00594,S0041,P00029,3,52.81,158.43,12.67,Completed
O0141895,2025-06-05,C00420,S0034,P00318,1,57.61,57.61,4.61,Completed
O0141896,2024-08-30,C00439,S0121,P00220,5,63.38,316.9,25.35,Completed
O0141897,2023-01-22,C00744,S0068,P00301,3,22.24,66.72,5.34,Completed
O0141898,2023-10-02,C00026,S0146,P00235,2,5.01,10.02,0.8,Completed
O0141899,2025-03-28,C00261,S0032,P00222,2,55.52,111.04,8.88,Completed
O0141900,2025-08-02,C00469,S0066,P00194,2,24.1,48.2,3.86,Completed
O0141901,2025-11-03,C00063,S0153,P00315,3,39.38,118.14,9.45,Completed
O0141902,2024-04-18,C00312,S0146,P00113,4,34.98,139.92,11.19,Completed
O0141903,2023-04-26,C00476,S0053,P00025,1,33.84,33.84,2.71,Completed
O0141904,2024-03-16,C00850,S0070,P00085,2,16.01,32.02,2.4,Completed
O0141905,2023-08-11,C00211,S0134,P00072,3,43.63,130.89,10.47,Completed
O0141906,2025-10-25,C00744,S0084,P00247,1,49.14,49.14,3.93,Completed
